InductedToHallOfFame,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,David Carpenter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7869
FALSE,Jose Tabata,6,1592,208,438,81,15,17,126,47,0.27512562814070352,0.37688442211055279,0,0,0,0,0,713,2015,7872
FALSE,Everett Teaford,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7875
FALSE,Chris Martin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7878
FALSE,Ryan Jackson,3,33,2,2,0,0,0,0,0,6.0606060606060608E-2,6.0606060606060608E-2,0,0,0,0,0,2,2015,7881
FALSE,Travis Tartamella,1,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,2015,7884
FALSE,Andrew McKirahan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7887
FALSE,Brett Bochy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7890
FALSE,Jon Singleton,2,357,48,61,15,0,14,50,3,0.17086834733893558,0.33053221288515405,0,0,0,0,0,147,2015,7893
FALSE,Toru Murata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7896
FALSE,Jacob Lindgren,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7899
FALSE,Danny Dorn,1,30,0,5,1,0,0,3,0,0.16666666666666669,0.20000000000000001,0,0,0,0,0,7,2015,7902
FALSE,Alex Torres,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7905
FALSE,Reed Johnson,13,3630,518,1014,215,23,65,408,41,0.27933884297520661,0.4049586776859504,0,0,0,0,0,1773,2015,7908
FALSE,David Ross,15,2280,254,521,116,5,106,314,3,0.22850877192982455,0.4232456140350877,0,0,0,0,0,1192,2016,7911
FALSE,Tony Renda,1,60,4,11,2,0,0,3,0,0.18333333333333332,0.21666666666666667,0,0,0,0,0,15,2016,7914
FALSE,Coco Crisp,15,5930,877,1572,308,57,130,639,309,0.26509274873524452,0.40202360876897131,0,0,0,0,0,2879,2016,7917
FALSE,Matt Dominguez,5,1272,123,294,48,2,42,152,0,0.23113207547169812,0.37106918238993708,0,0,0,0,0,564,2016,7920
FALSE,Jordan Patterson,1,18,1,8,1,0,0,2,0,0.44444444444444448,0.5,0,0,0,0,0,10,2016,7923
FALSE,Dustin Ackley,6,2125,261,512,94,18,46,216,31,0.24094117647058821,0.36705882352941177,0,0,0,0,0,938,2016,7926
FALSE,Branden Pinder,2,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,3,2016,7929
FALSE,J. B. Shuck,5,995,123,250,36,8,8,80,22,0.25125628140703521,0.32763819095477387,0,0,0,0,0,378,2016,7932
FALSE,J. T. Chargois,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7935
FALSE,Dalier Hinojosa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7938
FALSE,Tyler Holt,3,281,29,64,7,3,0,15,7,0.22775800711743771,0.27402135231316727,0,0,0,0,0,87,2016,7941
FALSE,Darin Ruf,5,737,91,177,35,1,35,96,1,0.24016282225237448,0.43283582089552242,0,0,0,0,0,390,2016,7944
FALSE,Cedric Hunter,2,38,4,4,0,0,1,1,0,0.10526315789473685,0.18421052631578946,0,0,0,0,0,8,2016,7947
FALSE,Yohan Flande,3,33,1,4,0,0,0,2,0,0.12121212121212122,0.12121212121212122,0,0,0,0,0,4,2016,7950
FALSE,Yefri Perez,1,3,5,2,1,0,0,0,4,0.66666666666666674,1,0,0,0,0,0,4,2016,7953
FALSE,Robert Andino,10,1344,159,313,58,1,18,97,24,0.23288690476190474,0.31770833333333337,0,0,0,0,0,504,2016,7956
FALSE,Daniel Webb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7959
FALSE,Joe Mantiply,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7962
FALSE,Rafael Ynoa,3,199,19,56,14,2,0,22,1,0.28140703517587939,0.37185929648241206,0,0,0,0,0,90,2016,7965
FALSE,Nolan Reimold,8,1378,179,339,61,7,56,174,18,0.24600870827285923,0.4223512336719884,0,0,0,0,0,706,2016,7968
FALSE,Chris Bassitt,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7971
FALSE,Drew Hayes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7974
FALSE,Pat Light,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7977
FALSE,Gregorio Petit,5,397,48,99,27,1,4,32,1,0.24937027707808562,0.3526448362720403,0,0,0,0,0,172,2016,7980
FALSE,Tyler Goeddel,1,213,17,41,3,3,4,16,3,0.19248826291079812,0.29107981220657275,0,0,0,0,0,72,2016,7983
FALSE,Don Kelly,9,1098,148,252,28,9,23,98,16,0.22950819672131148,0.33424408014571949,0,0,0,0,0,427,2016,7986
FALSE,Will Smith,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7989
FALSE,Oscar Hernandez,2,42,5,7,1,0,1,2,0,0.16666666666666669,0.26190476190476192,0,0,0,0,0,13,2016,7992
FALSE,Jason Coats,1,50,8,10,4,0,1,4,1,0.20000000000000001,0.34000000000000002,0,0,0,0,0,22,2016,7995
FALSE,Ben Rowen,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7998
FALSE,Roman Quinn,1,57,10,15,4,0,0,6,5,0.26315789473684209,0.33333333333333337,0,0,0,0,0,23,2016,8001
FALSE,Arquimedes Caminero,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8004
FALSE,Drew Smyly,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8007
FALSE,Mike Broadway,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8010
FALSE,Patrick Schuster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8013
FALSE,Steve Delabar,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8016
FALSE,Jose Fernandez,4,136,11,29,4,1,2,14,0,0.21323529411764705,0.3014705882352941,0,0,0,0,0,48,2016,8019
FALSE,Prince Fielder,12,5821,862,1645,321,10,319,1028,18,0.28259749183989008,0.50558323312145681,2,0,0,0,0,3593,2016,8022
FALSE,Hernan Iribarren,3,72,8,19,3,3,0,4,1,0.2638888888888889,0.3888888888888889,0,0,0,0,0,34,2016,8025
FALSE,Michael Roth,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8028
FALSE,Mike Miller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8031
FALSE,Arnold Leon,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8034
FALSE,Brett Oberholtzer,4,7,0,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,1,2016,8037
FALSE,Casey Kelly,3,14,0,2,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,2,2016,8040
FALSE,Cesar Vargas,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8043
FALSE,Dean Kiekhefer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8046
FALSE,Kyle Waldrop,2,23,1,5,1,0,0,1,0,0.21739130434782611,0.2608695652173913,0,0,0,0,0,7,2016,8049
FALSE,Jordan Pacheco,6,1076,98,293,62,4,10,114,8,0.27230483271375461,0.36524163568773232,0,0,0,0,0,469,2016,8052
FALSE,Gonzalez Germen,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8055
FALSE,David Dahl,1,222,42,70,12,4,7,24,5,0.31531531531531531,0.5,0,0,0,0,0,134,2016,8058
FALSE,Desmond Jennings,7,2076,311,508,99,22,55,191,95,0.24470134874759153,0.39306358381502887,0,0,0,0,0,992,2016,8061
FALSE,Justin Miller,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8064
FALSE,Pat Dean,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8067
FALSE,Junior Lake,4,659,65,155,36,3,17,48,16,0.23520485584218512,0.37632776934749618,0,0,0,0,0,304,2016,8070
FALSE,Todd Cunningham,3,121,20,25,7,0,0,5,2,0.20661157024793386,0.26446280991735538,0,0,0,0,0,39,2016,8073
FALSE,Mayckol Guaipe,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8076
FALSE,James Beresford,1,22,0,5,1,0,0,0,0,0.22727272727272727,0.27272727272727271,0,0,0,0,0,7,2016,8079
FALSE,Dae-ho Lee,1,292,33,74,9,0,14,49,0,0.25342465753424653,0.42808219178082191,0,0,0,0,0,148,2016,8082
FALSE,Brett Lawrie,6,2217,266,578,112,13,71,253,41,0.2607126747857465,0.41903473161930538,0,0,0,0,0,1125,2016,8085
FALSE,Tony Cruz,6,595,49,130,32,3,5,59,0,0.21848739495798319,0.30756302521008405,0,0,0,0,0,223,2016,8088
FALSE,Jose Rondon,1,25,1,3,0,0,0,1,0,0.12,0.12,0,0,0,0,0,3,2016,8091
FALSE,Andy Wilkins,2,67,5,9,3,0,1,5,1,0.13432835820895522,0.22388059701492535,0,0,0,0,0,19,2016,8094
FALSE,Carlos Frias,3,29,1,1,0,0,0,0,0,3.4482758620689655E-2,3.4482758620689655E-2,0,0,0,0,0,1,2016,8097
FALSE,David Rollins,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8100
FALSE,David Lough,5,749,95,190,29,10,13,67,17,0.25367156208277702,0.3711615487316422,0,0,0,0,0,330,2016,8103
FALSE,Yordano Ventura,4,13,1,2,0,0,0,0,0,0.15384615384615385,0.15384615384615385,0,0,0,0,0,2,2016,8106
FALSE,Nick Buss,2,100,7,18,7,1,1,8,2,0.17999999999999999,0.29999999999999999,0,0,0,0,0,39,2016,8109
FALSE,Ivan De Jesus,4,495,43,120,23,2,5,53,4,0.24242424242424243,0.32727272727272727,0,0,0,0,0,192,2016,8112
FALSE,Peter O'Brien,2,74,7,13,2,0,6,12,0,0.17567567567567569,0.44594594594594594,0,0,0,0,0,41,2016,8115
FALSE,Ryan Kalish,4,387,52,95,18,5,4,36,16,0.24547803617571062,0.34883720930232559,0,0,0,0,0,162,2016,8118
FALSE,Josmil Pinto,3,250,36,63,13,0,11,30,0,0.252,0.436,0,0,0,0,0,133,2016,8121
FALSE,A. J. Pierzynski,19,7290,807,2043,407,24,188,909,15,0.28024691358024695,0.42002743484224969,2,0,0,0,0,3681,2016,8124
FALSE,Max Muncy,2,215,27,42,10,1,5,17,0,0.19534883720930232,0.32093023255813957,0,0,0,0,0,85,2016,8127
FALSE,Brady Rodgers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8130
FALSE,Curtis Partch,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8133
FALSE,Christian Friedrich,4,70,3,5,0,0,0,2,0,7.1428571428571425E-2,7.1428571428571425E-2,0,0,0,0,0,5,2016,8136
FALSE,Eric Campbell,3,438,53,97,18,0,7,44,9,0.22146118721461186,0.31050228310502281,0,0,0,0,0,161,2016,8139
FALSE,Andrew Faulkner,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8142
FALSE,Colin Walsh,1,47,4,4,1,0,0,2,0,8.5106382978723402E-2,0.10638297872340426,0,0,0,0,0,6,2016,8145
FALSE,Matt Buschmann,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8148
FALSE,Ariel Pena,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8151
FALSE,Chad Girodo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8154
FALSE,Bo Schultz,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8157
FALSE,Clint Robinson,4,518,63,133,19,1,15,62,0,0.25675675675675674,0.38416988416988418,0,0,0,0,0,234,2016,8160
FALSE,Michael Mariot,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8163
FALSE,John Lamb,2,36,0,2,1,0,0,1,0,5.5555555555555559E-2,8.3333333333333343E-2,0,0,0,0,0,4,2016,8166
FALSE,David Hale,4,44,2,3,0,0,0,1,0,6.8181818181818177E-2,6.8181818181818177E-2,0,0,0,0,0,3,2016,8169
FALSE,Michael McKenry,7,839,94,200,48,3,29,103,2,0.23837902264600713,0.40643623361144215,0,0,0,0,0,421,2016,8172
FALSE,Alec Mills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8175
FALSE,Rafael Martin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,8181
FALSE,Odrisamer Despaigne,4,73,0,4,1,0,0,1,0,5.4794520547945202E-2,6.8493150684931503E-2,0,0,0,0,0,6,2017,8184
FALSE,Dan Winkler,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8187
FALSE,Zac Curtis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8190
FALSE,Corey Seager,3,1264,207,385,81,6,52,166,9,0.30458860759493672,0.50158227848101267,0,0,0,0,0,773,2017,8193
FALSE,Hyun-Jin Ryu,4,136,12,23,6,1,0,7,0,0.16911764705882354,0.22794117647058823,0,0,0,0,0,38,2017,8196
FALSE,Matt Moore,7,85,5,9,0,0,0,5,0,0.10588235294117647,0.10588235294117647,0,0,0,0,0,9,2017,8199
FALSE,Joc Pederson,4,1187,176,263,65,1,62,157,14,0.22156697556866048,0.43470935130581301,0,0,0,0,0,644,2017,8202
FALSE,David Peralta,4,1487,206,435,78,27,43,186,25,0.29253530598520511,0.46805648957632817,0,0,0,0,0,844,2017,8205
FALSE,Brian McCann,13,5601,692,1481,282,5,263,950,25,0.26441706838064633,0.45741831815747191,5,0,0,0,0,3112,2017,8208
FALSE,Mallex Smith,2,445,61,114,15,8,5,34,32,0.25617977528089886,0.35955056179775285,0,0,0,0,0,188,2017,8211
FALSE,Rex Brothers,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8217
FALSE,Steve Pearce,11,1952,246,495,113,7,79,252,13,0.2535860655737705,0.44006147540983609,0,0,0,0,0,1058,2017,8220
FALSE,Chad Bettis,5,103,5,5,0,0,0,4,0,4.8543689320388349E-2,4.8543689320388349E-2,0,0,0,0,0,5,2017,8223
FALSE,A. J. Minter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8226
FALSE,Dan Jennings,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8229
FALSE,Jeff Locke,7,195,7,18,1,0,0,2,0,9.2307692307692313E-2,9.7435897435897437E-2,0,0,0,0,0,20,2017,8232
FALSE,Adam Rosales,10,1602,182,363,68,6,47,177,17,0.22659176029962547,0.36454431960049938,0,0,0,0,0,705,2017,8235
FALSE,David Holmberg,4,14,2,1,0,0,0,0,0,7.1428571428571425E-2,7.1428571428571425E-2,0,0,0,0,0,1,2017,8238
FALSE,Jacob Barnes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8241
FALSE,Roberto Perez,4,639,76,138,32,2,19,80,0,0.21596244131455397,0.36150234741784038,0,0,0,0,0,284,2017,8244
FALSE,Dwight Smith,1,27,2,10,2,0,0,1,1,0.37037037037037035,0.44444444444444448,0,0,0,0,0,14,2017,8247
FALSE,Trevor Story,2,875,135,221,53,7,51,154,15,0.25257142857142856,0.504,0,0,0,0,0,552,2017,8250
FALSE,Pete Kozma,6,666,82,143,29,3,4,54,8,0.21471471471471473,0.28528528528528529,0,0,0,0,0,226,2017,8253
FALSE,Dustin Garneau,3,250,23,48,17,0,5,23,0,0.192,0.32000000000000001,0,0,0,0,0,102,2017,8256
FALSE,Adonis Garcia,3,896,104,239,45,0,29,110,7,0.26674107142857145,0.4140625,0,0,0,0,0,445,2017,8259
FALSE,Nate Jones,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8262
FALSE,Randall Delgado,7,87,5,14,0,0,0,2,0,0.16091954022988506,0.16091954022988506,0,0,0,0,0,14,2017,8265
FALSE,Harrison Bader,1,85,10,20,3,0,3,10,2,0.23529411764705885,0.37647058823529411,0,0,0,0,0,38,2017,8268
FALSE,Philip Gosselin,5,508,67,137,27,2,6,33,7,0.26968503937007871,0.36614173228346453,0,0,0,0,0,221,2017,8271
FALSE,J. J. Hardy,13,5805,718,1488,291,14,188,688,8,0.25633074935400513,0.40844099913867354,1,0,0,3,0,2864,2017,8274
FALSE,Masahiro Tanaka,4,20,0,1,0,0,0,0,0,5.0000000000000003E-2,5.0000000000000003E-2,0,0,0,0,0,1,2017,8277
FALSE,Randy Rosario,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8280
FALSE,Dustin Fowler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8283
FALSE,Teoscar Hernandez,2,188,31,46,13,0,12,31,0,0.24468085106382981,0.50531914893617014,0,0,0,0,0,120,2017,8286
FALSE,Justin Turner,9,2527,336,730,170,7,79,353,30,0.2888800949742778,0.45548080728136131,0,0,0,0,0,1407,2017,8289
FALSE,Tommy Kahnle,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8292
FALSE,Travis Jankowski,3,500,72,115,17,4,4,25,36,0.23000000000000001,0.30399999999999999,0,0,0,0,0,177,2017,8295
FALSE,Bryce Harper,6,2756,507,785,149,18,150,421,62,0.28483309143686503,0.51523947750362853,0,1,0,0,0,1737,2017,8298
FALSE,Josh Collmenter,7,154,8,19,2,0,0,6,0,0.12337662337662339,0.13636363636363635,0,0,0,0,0,23,2017,8301
FALSE,Boog Powell,1,117,24,33,5,0,3,12,0,0.28205128205128205,0.40170940170940173,0,0,0,0,0,55,2017,8304
FALSE,Ricardo Pinto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8307
FALSE,Jordan Jankowski,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8310
FALSE,Tyler Olson,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8313
FALSE,Brad Miller,5,1997,248,476,90,23,68,239,33,0.23835753630445669,0.40861291937906863,0,0,0,0,0,997,2017,8316
FALSE,Pedro Alvarez,8,2869,347,684,129,6,154,454,15,0.23841059602649006,0.44858835831300109,0,0,0,0,0,1576,2017,8319
FALSE,Wily Peralta,6,200,8,20,4,0,1,11,0,0.10000000000000001,0.13500000000000001,0,0,0,0,0,32,2017,8322
FALSE,Dario Alvarez,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8325
FALSE,Clint Frazier,1,134,16,31,9,4,4,17,1,0.23134328358208958,0.44776119402985071,0,0,0,0,0,77,2017,8328
FALSE,John Bormann,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8331
FALSE,Kyle Farmer,1,20,1,6,1,0,0,2,0,0.29999999999999999,0.34999999999999998,0,0,0,0,0,8,2017,8334
FALSE,Jimmie Sherfy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8337
FALSE,Chih-Wei Hu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8340
FALSE,Blaine Hardy,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8343
FALSE,Yohander Mendez,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8346
FALSE,Miguel Andujar,1,7,0,4,2,0,0,4,1,0.5714285714285714,0.8571428571428571,0,0,0,0,0,8,2017,8349
FALSE,Conor Gillaspie,8,1424,147,357,73,14,33,158,1,0.25070224719101125,0.39115168539325845,0,0,0,0,0,677,2017,8352
FALSE,Carter Capps,5,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,2017,8355
FALSE,Brad Goldberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8358
FALSE,Guillermo Heredia,2,478,55,119,19,0,7,36,2,0.24895397489539747,0.33263598326359833,0,0,0,0,0,185,2017,8361
FALSE,Nick Wittgren,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8364
FALSE,Jesse Winker,1,121,21,36,7,0,7,15,1,0.29752066115702475,0.52892561983471076,0,0,0,0,0,78,2017,8367
FALSE,Joe Mauer,14,6444,954,1986,401,29,137,875,52,0.30819366852886404,0.44320297951582871,4,1,0,3,0,3423,2017,8370
FALSE,Jeff Hoffman,2,41,1,3,1,0,0,1,0,7.3170731707317069E-2,9.7560975609756101E-2,0,0,0,0,0,5,2017,8373
FALSE,Efren Navarro,5,317,36,77,16,2,3,22,2,0.24290220820189276,0.33438485804416407,0,0,0,0,0,127,2017,8376
FALSE,Adam Eaton,6,2141,348,609,103,35,36,190,57,0.28444652031760859,0.41569360112097153,0,0,0,0,0,1064,2017,8379
FALSE,Brad Boxberger,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8382
FALSE,Geovany Soto,13,2522,308,619,146,4,108,361,3,0.24544012688342584,0.43497224425059478,1,0,0,0,0,1355,2017,8385
FALSE,Tommy Joseph,2,810,98,200,42,1,43,116,2,0.24691358024691359,0.46049382716049381,0,0,0,0,0,459,2017,8388
FALSE,Dellin Betances,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8391
FALSE,Pedro Baez,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,8394
FALSE,Xander Bogaerts,5,2418,360,684,131,11,51,283,41,0.28287841191066998,0.40942928039702231,0,0,0,0,0,1183,2017,8397
FALSE,Jean Machi,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8400
FALSE,Jose Ramirez,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8403
FALSE,Bobby Wahl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8406
FALSE,Luis Sardinas,4,441,48,101,12,2,4,31,10,0.22902494331065759,0.29251700680272108,0,0,0,0,0,147,2017,8409
FALSE,Derek Norris,6,1967,242,453,98,4,63,247,26,0.23029994916115912,0.3802745297407219,0,0,0,0,0,913,2017,8412
FALSE,Matt den Dekker,5,350,46,82,19,1,7,29,12,0.23428571428571429,0.35428571428571426,0,0,0,0,0,151,2017,8415
FALSE,Dan Slania,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8418
FALSE,Brandon Nimmo,2,250,38,66,12,1,6,27,2,0.26400000000000001,0.39200000000000002,0,0,0,0,0,117,2017,8421
FALSE,Daniel Nava,7,1701,224,452,103,2,29,206,10,0.26572604350382129,0.37977660199882424,0,0,0,0,0,780,2017,8424
FALSE,Kyle Gibson,5,16,1,2,0,0,0,0,0,0.125,0.125,0,0,0,0,0,2,2017,8427
FALSE,Ian Happ,1,364,62,92,17,3,24,68,8,0.25274725274725274,0.5137362637362638,0,0,0,0,0,231,2017,8430
FALSE,Rookie Davis,1,6,0,1,1,0,0,0,0,0.16666666666666669,0.33333333333333337,0,0,0,0,0,3,2017,8433
FALSE,Blake Swihart,3,355,57,96,17,4,5,36,4,0.27042253521126758,0.38309859154929576,0,0,0,0,0,162,2017,8436
FALSE,Derek Law,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8439
FALSE,Chad Green,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8442
FALSE,Mark Trumbo,8,3726,490,927,167,11,201,582,23,0.24879227053140096,0.46135265700483091,0,0,0,0,0,2098,2017,8445
FALSE,Tyler Mahle,1,7,1,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,1,2017,8448
FALSE,Daniel Wright,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8451
FALSE,Jose Alvarez,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8454
FALSE,Julio Teheran,7,287,7,43,5,0,0,18,0,0.14982578397212545,0.16724738675958187,0,0,0,0,0,53,2017,8457
FALSE,Vidal Nuno,5,26,2,2,0,0,0,1,0,7.6923076923076927E-2,7.6923076923076927E-2,0,0,0,0,0,2,2017,8460
FALSE,Aaron Judge,2,626,138,169,26,3,56,124,9,0.26996805111821087,0.58945686900958461,0,0,0,0,0,454,2017,8463
FALSE,Carlos Rodon,3,10,0,2,1,0,0,2,0,0.20000000000000001,0.29999999999999999,0,0,0,0,0,4,2017,8466
FALSE,Nick Ahmed,4,942,108,213,36,8,20,79,12,0.22611464968152864,0.34501061571125263,0,0,0,0,0,389,2017,8469
FALSE,Eric Hosmer,7,3991,547,1132,206,16,127,566,60,0.28363818591831624,0.43873715860686546,0,0,0,4,0,2100,2017,8472
FALSE,Rio Ruiz,2,157,23,31,5,1,4,21,2,0.19745222929936304,0.31847133757961782,0,0,0,0,0,60,2017,8475
FALSE,Rocky Gale,2,20,1,2,0,0,1,2,0,0.10000000000000001,0.25,0,0,0,0,0,6,2017,8478
FALSE,Adam Morgan,3,60,3,6,2,0,0,2,0,0.10000000000000001,0.13333333333333333,0,0,0,0,0,10,2017,8481
FALSE,Domingo Santana,4,948,143,247,50,0,49,143,21,0.26054852320675109,0.46835443037974683,0,0,0,0,0,543,2017,8484
FALSE,Luke Voit,1,114,18,28,9,0,4,18,0,0.24561403508771931,0.42982456140350878,0,0,0,0,0,62,2017,8487
FALSE,Shane Peterson,3,287,32,73,12,3,4,28,2,0.25435540069686408,0.35888501742160278,0,0,0,0,0,122,2017,8490
FALSE,Keon Broxton,3,623,97,141,25,5,29,68,45,0.22632423756019263,0.42215088282504015,0,0,0,0,0,322,2017,8493
FALSE,Devon Travis,3,812,114,237,64,1,24,109,11,0.29187192118226601,0.46182266009852224,0,0,0,0,0,464,2017,8496
FALSE,Adam Conley,3,83,7,12,0,0,0,4,0,0.14457831325301204,0.14457831325301204,0,0,0,0,0,12,2017,8499
FALSE,Jimmy Nelson,5,185,3,19,2,0,0,7,0,0.10270270270270271,0.11351351351351351,0,0,0,0,0,23,2017,8502
FALSE,Brock Stassi,1,78,6,13,2,1,2,7,0,0.16666666666666669,0.29487179487179488,0,0,0,0,0,28,2017,8505
FALSE,Daniel Murphy,9,4419,604,1323,318,28,110,599,64,0.29938900203665986,0.45870106358904728,0,0,0,0,0,2483,2017,8508
FALSE,Brett Nicholas,2,103,12,26,9,0,4,15,0,0.25242718446601942,0.4563106796116505,0,0,0,0,0,60,2017,8511
FALSE,Salvador Perez,7,3027,329,822,154,10,114,423,3,0.27155599603567887,0.44202180376610506,0,0,0,4,0,1616,2017,8514
FALSE,Chris O'Grady,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8517
FALSE,Tim Adleman,2,50,2,7,3,0,0,5,0,0.14000000000000001,0.20000000000000001,0,0,0,0,0,13,2017,8520
FALSE,J. D. Martinez,7,2828,391,805,168,13,152,476,16,0.28465346534653463,0.51449787835926442,0,0,0,0,0,1788,2017,8523
FALSE,Johnny Giavotella,7,1246,148,318,65,11,14,125,15,0.2552166934189406,0.35874799357945425,0,0,0,0,0,537,2017,8526
FALSE,Andrew Benintendi,2,678,100,186,37,2,22,104,21,0.27433628318584069,0.43215339233038347,0,0,0,0,0,354,2017,8529
FALSE,Yadier Molina,14,6092,601,1730,335,7,126,785,56,0.28397898883782013,0.40331582403151672,2,0,0,8,0,2925,2017,8532
