InductedToHallOfFame,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,Jim Battle,1,8,1,3,0,1,0,0,0,0.375,0.625,0,0,0,0,0,6,1927,1455
FALSE,Ernie Padgett,5,838,84,223,34,17,1,81,8,0.26610978520286399,0.35083532219570407,0,0,0,0,0,346,1927,1458
FALSE,Tommy Sewell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1461
FALSE,Bill Deitrick,2,106,14,21,6,0,0,7,1,0.19811320754716982,0.25471698113207547,0,0,0,0,0,33,1928,1464
FALSE,Red Dorman,1,77,12,28,6,0,0,11,1,0.36363636363636365,0.44155844155844159,0,0,0,0,0,40,1928,1467
FALSE,Les Mann,16,4716,677,1332,203,106,44,503,129,0.28244274809160302,0.39843087362171331,0,0,0,0,0,2232,1928,1470
FALSE,Art Reinholz,1,3,0,1,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,1,1928,1473
FALSE,Overton Tremper,2,91,5,20,2,1,0,5,0,0.21978021978021978,0.26373626373626374,0,0,0,0,0,27,1928,1476
FALSE,Doc Gautreau,4,806,122,207,34,10,0,52,40,0.25682382133995041,0.32382133995037221,0,0,0,0,0,305,1928,1479
FALSE,Sam Langford,3,495,61,136,22,8,5,57,3,0.27474747474747474,0.38181818181818183,0,0,0,0,0,224,1928,1482
FALSE,Chick Galloway,10,3583,391,946,136,46,17,407,79,0.26402456042422551,0.34189226904828357,0,0,0,0,0,1424,1928,1485
FALSE,Ty Tyson,3,704,89,197,34,4,5,73,14,0.27982954545454547,0.36079545454545453,0,0,0,0,0,297,1928,1488
FALSE,Ray Foley,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1491
FALSE,Charlie Fitzberger,1,7,0,2,0,0,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,2,1928,1494
FALSE,Jack White,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1497
FALSE,Jigger Statz,8,2585,376,737,114,31,17,215,77,0.28510638297872337,0.37292069632495167,0,0,0,0,0,1126,1928,1500
FALSE,Howie Williamson,1,9,0,2,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0,0,0,0,0,2,1928,1503
FALSE,Luther Harvel,1,136,12,30,6,1,0,12,1,0.22058823529411767,0.27941176470588236,0,0,0,0,0,45,1928,1506
FALSE,Pelham Ballenger,1,9,0,1,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0,0,0,0,0,1,1928,1509
FALSE,Dick Burrus,6,1760,206,513,87,12,11,211,18,0.2914772727272727,0.37329545454545454,0,0,0,0,0,767,1928,1512
FALSE,Guy Sturdy,2,66,8,19,2,0,1,13,3,0.2878787878787879,0.36363636363636365,0,0,0,0,0,27,1928,1515
FALSE,Fred Hofmann,9,1000,98,247,49,11,7,93,6,0.247,0.33900000000000002,0,0,0,0,0,406,1928,1518
FALSE,Ed Crowley,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1521
FALSE,Carl Sumner,1,29,6,8,1,1,0,3,0,0.27586206896551724,0.37931034482758619,0,0,0,0,0,13,1928,1524
FALSE,Ollie Sax,1,17,4,3,0,0,0,0,0,0.1764705882352941,0.1764705882352941,0,0,0,0,0,3,1928,1527
FALSE,Mike Gazella,4,352,51,85,14,4,0,32,8,0.24147727272727271,0.30397727272727271,0,0,0,0,0,125,1928,1530
FALSE,Pid Purdy,4,499,74,146,22,11,2,59,3,0.29258517034068138,0.39278557114228452,0,0,0,0,0,231,1929,1533
FALSE,Al Weston,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1536
FALSE,Karl Swanson,2,65,2,9,1,0,0,6,3,0.13846153846153847,0.15384615384615385,0,0,0,0,0,11,1929,1539
FALSE,Red Barron,1,21,3,4,1,0,0,1,2,0.19047619047619047,0.23809523809523808,0,0,0,0,0,6,1929,1542
FALSE,Lena Blackburne,8,1807,173,387,39,23,4,139,54,0.2141671278361926,0.26784726065301606,0,0,0,0,0,550,1929,1545
FALSE,Jack Cummings,4,132,15,45,11,1,4,28,0,0.34090909090909094,0.53030303030303028,0,0,0,0,0,86,1929,1548
FALSE,Grant Gillis,3,196,26,48,12,2,0,23,0,0.24489795918367344,0.32653061224489793,0,0,0,0,0,78,1929,1551
FALSE,Tom Angley,1,16,1,4,1,0,0,6,0,0.25,0.3125,0,0,0,0,0,6,1929,1554
FALSE,Billy Zitzmann,6,1004,197,268,38,11,3,89,42,0.26693227091633465,0.33565737051792832,0,0,0,0,0,389,1929,1557
FALSE,Elliot Bigelow,1,211,23,60,16,0,1,26,1,0.28436018957345971,0.37440758293838866,0,0,0,0,0,96,1929,1560
FALSE,Henry Peploski,1,10,1,2,0,0,0,1,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,2,1929,1563
FALSE,Fred Haney,7,1977,338,544,66,21,8,228,51,0.2751643904906424,0.3419322205361659,0,0,0,0,0,771,1929,1566
FALSE,Jim Stroner,1,8,0,3,1,0,0,0,0,0.375,0.5,0,0,0,0,0,5,1929,1569
FALSE,Jerry Standaert,3,132,14,42,10,2,0,18,0,0.31818181818181818,0.4242424242424242,0,0,0,0,0,68,1929,1572
FALSE,George Harper,11,3398,505,1030,158,43,91,528,58,0.30311948204826367,0.45526780459093585,0,0,0,0,0,1839,1929,1575
FALSE,Dan Jessee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1578
FALSE,Bevo LeBourveau,5,788,100,217,27,11,11,69,15,0.2753807106598985,0.37944162436548223,0,0,0,0,0,348,1929,1581
FALSE,Joe O'Rourke,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,1584
FALSE,Ossie Orwoll,2,221,34,65,15,3,0,28,3,0.29411764705882354,0.38914027149321267,0,0,0,0,0,104,1929,1587
FALSE,Dutch Hoffman,1,337,27,87,16,5,3,37,6,0.25816023738872401,0.36201780415430268,0,0,0,0,0,146,1929,1590
FALSE,Max West,2,29,5,8,2,1,0,2,0,0.27586206896551724,0.41379310344827586,0,0,0,0,0,15,1929,1593
FALSE,Joe Klinger,2,13,0,5,0,0,0,1,0,0.38461538461538464,0.38461538461538464,0,0,0,0,0,5,1930,1596
FALSE,Tom Hughes,1,59,8,22,2,3,0,5,0,0.37288135593220334,0.50847457627118642,0,0,0,0,0,35,1930,1599
FALSE,Charlie Hargreaves,8,1188,96,321,44,11,4,139,6,0.27020202020202022,0.33585858585858586,0,0,0,0,0,458,1930,1602
FALSE,Bill Barrett,9,2395,318,690,151,30,23,328,80,0.2881002087682672,0.40501043841336115,0,0,0,0,0,1174,1930,1605
FALSE,Hank DeBerry,11,1850,170,494,81,16,11,234,13,0.26702702702702702,0.34594594594594597,0,0,0,0,0,748,1930,1608
FALSE,Gene Robertson,9,2200,311,615,100,23,20,249,29,0.27954545454545454,0.37318181818181817,0,0,0,0,0,964,1930,1611
FALSE,Red Rollings,3,355,36,89,13,2,0,28,5,0.25070422535211268,0.29859154929577469,0,0,0,0,0,121,1930,1614
FALSE,Chick Autry,6,277,21,68,17,3,2,33,0,0.24548736462093865,0.35018050541516249,0,0,0,0,0,119,1930,1617
FALSE,Bill Dunlap,2,58,9,14,1,1,1,4,0,0.2413793103448276,0.34482758620689652,0,0,0,0,0,23,1930,1620
FALSE,Owen Kahn,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,1623
FALSE,Jim Spotts,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,1626
FALSE,Johnny Watson,1,12,1,3,2,0,0,3,0,0.25,0.41666666666666663,0,0,0,0,0,7,1930,1629
FALSE,Red Barnes,4,836,152,225,41,24,8,97,12,0.26913875598086123,0.40430622009569378,0,0,0,0,0,411,1930,1632
FALSE,Patsy Gharrity,10,1961,237,513,92,26,20,251,32,0.26160122386537482,0.36562978072412039,0,0,0,0,0,855,1930,1635
FALSE,Marty Callaghan,4,767,106,205,28,13,0,74,10,0.26727509778357239,0.33767926988265973,0,0,0,0,0,300,1930,1638
FALSE,Homer Summa,10,3001,414,905,166,34,18,361,44,0.30156614461846054,0.39753415528157282,0,0,0,0,0,1411,1930,1641
FALSE,George Loepp,2,185,29,46,10,2,0,17,0,0.24864864864864866,0.32432432432432429,0,0,0,0,0,72,1930,1644
FALSE,Harry Rosenberg,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,1647
FALSE,Buck Stanton,1,15,3,3,2,0,0,0,0,0.20000000000000001,0.33333333333333337,0,0,0,0,0,7,1931,1650
FALSE,Bill Hunnefield,6,1664,230,452,75,9,9,144,67,0.27163461538461536,0.34375,0,0,0,0,0,665,1931,1653
FALSE,Fred Koster,1,151,21,34,2,2,0,8,4,0.22516556291390727,0.26490066225165565,0,0,0,0,0,44,1931,1656
FALSE,Bobby Reeves,6,1598,203,402,55,22,8,135,21,0.25156445556946183,0.32853566958698371,0,0,0,0,0,610,1931,1659
FALSE,Earl McNeely,8,2254,369,614,107,33,4,213,69,0.27240461401952087,0.35448092280390414,0,0,0,0,0,943,1931,1662
FALSE,Bobby Stevens,1,35,3,12,0,0,0,4,0,0.34285714285714286,0.34285714285714286,0,0,0,0,0,12,1931,1665
FALSE,Buzz Arlett,1,418,65,131,26,7,18,72,3,0.31339712918660284,0.53827751196172247,0,0,0,0,0,276,1931,1668
FALSE,Frank Waddey,1,22,3,6,1,0,0,2,0,0.27272727272727271,0.31818181818181818,0,0,0,0,0,8,1931,1671
FALSE,Ollie Marquardt,1,39,4,7,1,0,0,2,0,0.17948717948717949,0.20512820512820512,0,0,0,0,0,9,1931,1674
FALSE,George Quellich,1,54,6,12,5,0,1,11,1,0.22222222222222224,0.37037037037037035,0,0,0,0,0,26,1931,1677
FALSE,Joe Dugan,14,5410,665,1516,277,46,42,571,37,0.28022181146025876,0.37171903881700558,0,0,0,0,0,2376,1931,1680
FALSE,Freddie Maguire,6,2120,226,545,90,22,1,163,23,0.25707547169811323,0.32169811320754721,0,0,0,0,0,795,1931,1683
FALSE,Wally Schang,19,5307,769,1506,264,90,59,710,121,0.283776144714528,0.40079140757490112,0,0,0,0,0,2540,1931,1686
FALSE,John Smith,1,15,2,2,0,0,0,1,1,0.13333333333333333,0.13333333333333333,0,0,0,0,0,2,1931,1689
FALSE,Gabby Street,8,1501,98,312,44,11,2,105,17,0.20786142571618921,0.2558294470353098,0,0,0,0,0,441,1931,1692
FALSE,Denny Sothern,5,1355,219,379,80,9,19,115,38,0.27970479704797047,0.39409594095940959,0,0,0,0,0,642,1931,1695
FALSE,Louis Brower,1,62,3,10,1,0,0,6,1,0.16129032258064518,0.17741935483870969,0,0,0,0,0,12,1931,1698
FALSE,Bill Cronin,4,296,28,68,15,2,0,27,0,0.22972972972972974,0.29391891891891891,0,0,0,0,0,104,1931,1701
FALSE,Joel Hunt,2,22,2,4,1,0,0,3,0,0.18181818181818182,0.22727272727272727,0,0,0,0,0,6,1932,1704
FALSE,Howard Maple,1,41,6,10,0,1,0,7,0,0.24390243902439024,0.29268292682926828,0,0,0,0,0,13,1932,1707
FALSE,Jim McLaughlin,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1932,1710
FALSE,Otis Miller,4,837,95,229,39,6,0,91,3,0.27359617682198328,0.33452807646356036,0,0,0,0,0,325,1932,1713
FALSE,Ray Cunningham,2,26,4,4,1,0,0,1,0,0.15384615384615385,0.19230769230769232,0,0,0,0,0,6,1932,1716
FALSE,Joe Boley,6,1780,203,478,88,22,7,227,15,0.26853932584269663,0.35449438202247191,0,0,0,0,0,748,1932,1719
FALSE,Art Shires,4,986,118,287,45,12,11,119,8,0.29107505070993916,0.39452332657200812,0,0,0,0,0,457,1932,1722
FALSE,Doug Taitt,4,824,81,217,43,16,4,95,13,0.26334951456310679,0.36893203883495146,0,0,0,0,0,367,1932,1725
FALSE,Charlie Jamieson,18,6560,1062,1990,322,80,18,552,131,0.30335365853658536,0.38506097560975611,0,0,0,0,0,2946,1932,1728
FALSE,Tom Jenkins,6,459,42,119,14,6,3,44,1,0.25925925925925924,0.33551198257080611,0,0,0,0,0,177,1932,1731
FALSE,Cliff Heathcote,15,4443,643,1222,206,55,42,448,191,0.27503938780103532,0.37452171955885666,0,0,0,0,0,1967,1932,1734
FALSE,Howdy Groskloss,3,184,14,48,7,2,0,21,1,0.2608695652173913,0.32065217391304346,0,0,0,0,0,68,1932,1737
FALSE,Andy Spognardi,1,34,9,10,1,0,0,1,0,0.29411764705882354,0.3235294117647059,0,0,0,0,0,12,1932,1740
FALSE,Bill Norman,2,103,13,21,5,1,0,8,0,0.20388349514563109,0.27184466019417475,0,0,0,0,0,34,1932,1743
FALSE,Hal Anderson,1,32,4,8,0,0,0,2,0,0.25,0.25,0,0,0,0,0,8,1932,1746
FALSE,Wattie Holm,7,1493,207,410,73,26,6,174,11,0.27461486939048896,0.37039517749497658,0,0,0,0,0,658,1932,1749
FALSE,Hank Patterson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,1752
FALSE,Mickey Heath,2,160,16,34,1,3,0,18,0,0.21249999999999999,0.25624999999999998,0,0,0,0,0,45,1932,1755
FALSE,Freddy Leach,10,3733,543,1147,196,53,72,509,32,0.30725957674792392,0.44602196624698637,0,0,0,0,0,1986,1932,1761
FALSE,Danny Musser,1,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1932,1764
FALSE,Chink Outen,1,153,20,38,10,0,4,17,1,0.24836601307189546,0.39215686274509803,0,0,0,0,0,74,1933,1767
FALSE,Bernie James,3,237,35,61,6,3,1,20,8,0.25738396624472576,0.32067510548523209,0,0,0,0,0,86,1933,1770
FALSE,Bernie Friberg,14,4169,544,1170,181,44,38,471,51,0.28064284000959461,0.37251139361957303,0,0,0,0,0,1816,1933,1773
FALSE,Bert Delmas,1,28,4,7,0,0,0,0,0,0.25,0.25,0,0,0,0,0,7,1933,1776
FALSE,Max Rosenfeld,3,57,8,17,4,0,2,7,2,0.2982456140350877,0.47368421052631582,0,0,0,0,0,33,1933,1779
FALSE,Jack Warner,8,1546,199,387,52,20,1,120,31,0.25032341526520052,0.31177231565329883,0,0,0,0,0,555,1933,1782
FALSE,Lin Storti,4,704,83,160,34,11,9,75,3,0.22727272727272727,0.34517045454545453,0,0,0,0,0,297,1933,1785
FALSE,Mike Powers,2,80,10,19,6,1,0,7,2,0.23749999999999999,0.33750000000000002,0,0,0,0,0,34,1933,1788
FALSE,Eddie Hunter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,1791
FALSE,Taylor Douthit,11,4127,665,1201,220,38,29,396,67,0.29101041919069542,0.38381390840804458,0,0,0,0,0,1871,1933,1794
FALSE,Harry Rice,10,3740,620,1118,186,63,48,506,59,0.29893048128342248,0.42085561497326202,0,0,0,0,0,1871,1933,1797
FALSE,Johnny Hodapp,9,2826,378,880,169,34,28,429,18,0.31139419674451524,0.42498230714791224,0,0,0,0,0,1432,1933,1800
FALSE,Val Picinich,18,2877,298,743,166,26,26,298,31,0.25825512686826557,0.36114007646854362,0,0,0,0,0,1257,1933,1803
FALSE,Joe Sprinz,3,53,6,9,1,0,0,2,0,0.16981132075471697,0.18867924528301888,0,0,0,0,0,11,1933,1806
FALSE,Lew Fonseca,12,3404,518,1075,203,50,31,485,64,0.31580493537015275,0.43213866039952997,0,0,0,0,0,1755,1933,1809
FALSE,Joe Zapustas,1,5,0,1,0,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,1,1933,1812
FALSE,Otto Bluege,2,291,18,62,6,2,0,18,0,0.21305841924398625,0.24742268041237114,0,0,0,0,0,80,1933,1815
FALSE,Linc Blakely,1,102,11,23,1,1,0,10,1,0.22549019607843135,0.25490196078431371,0,0,0,0,0,28,1934,1818
FALSE,Gus Dugas,4,218,27,45,9,3,3,23,0,0.20642201834862384,0.3165137614678899,0,0,0,0,0,84,1934,1821
FALSE,Jake Flowers,10,1693,229,433,75,18,16,201,58,0.25575900767867688,0.34967513290017721,0,0,0,0,0,701,1934,1824
FALSE,Harry McCurdy,10,1157,148,326,71,12,9,148,12,0.28176318063958511,0.38720829732065687,0,0,0,0,0,540,1934,1827
FALSE,Muddy Ruel,19,4514,494,1242,187,29,4,534,61,0.27514399645547188,0.33207797961896318,0,0,0,0,0,1719,1934,1830
FALSE,Pat Veltman,6,38,4,5,0,1,0,2,0,0.13157894736842105,0.18421052631578946,0,0,0,0,0,8,1934,1833
FALSE,Glenn Chapman,1,93,19,26,5,1,1,10,1,0.27956989247311825,0.38709677419354838,0,0,0,0,0,43,1934,1836
FALSE,Art Ruble,2,145,23,30,8,2,0,19,2,0.20689655172413793,0.28965517241379313,0,0,0,0,0,52,1934,1839
FALSE,Milt Bocek,2,60,6,16,2,0,1,6,0,0.26666666666666666,0.34999999999999998,0,0,0,0,0,24,1934,1842
FALSE,Dan McGee,1,22,2,3,0,0,0,1,0,0.13636363636363635,0.13636363636363635,0,0,0,0,0,3,1934,1845
FALSE,Jimmy Shevlin,3,77,13,19,4,0,0,12,4,0.24675324675324678,0.29870129870129869,0,0,0,0,0,27,1934,1848
FALSE,Jerry McQuaig,1,16,2,1,0,0,0,1,0,0.0625,0.0625,0,0,0,0,0,1,1934,1851
FALSE,Grover Hartley,14,1319,135,353,60,11,3,144,29,0.26762699014404856,0.3366186504927976,0,0,0,0,0,518,1934,1854
FALSE,Harvey Hendrick,11,2910,434,896,157,46,48,413,75,0.30790378006872854,0.44295532646048108,0,0,0,0,0,1540,1934,1857
FALSE,Wes Schulmerich,4,1442,169,417,73,20,27,192,7,0.28918169209431349,0.42371705963938977,0,0,0,0,0,731,1934,1860
FALSE,Joe Judge,20,7898,1184,2352,433,159,71,1034,213,0.29779691061028107,0.4198531273740187,0,0,0,0,0,3979,1934,1863
FALSE,Frenchy Uhalt,1,165,28,40,5,1,0,16,6,0.24242424242424243,0.28484848484848485,0,0,0,0,0,53,1934,1866
FALSE,Sparky Adams,13,5557,844,1588,249,48,9,394,154,0.28576570091776138,0.35270829584308083,0,0,0,0,0,2266,1934,1869
FALSE,Joe Chamberlain,1,141,13,34,5,1,2,17,1,0.24113475177304966,0.33333333333333337,0,0,0,0,0,55,1934,1872
FALSE,Dick Gyselman,2,191,17,43,7,3,0,16,0,0.22513089005235601,0.29319371727748689,0,0,0,0,0,66,1934,1875
FALSE,Dutch Fehring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,1878
FALSE,Les Mallon,4,1300,156,368,65,5,8,119,4,0.28307692307692306,0.35923076923076924,0,0,0,0,0,545,1935,1881
FALSE,Al Spohrer,8,2218,213,575,103,25,6,199,13,0.25924256086564473,0.3363390441839495,0,0,0,0,0,880,1935,1884
FALSE,Bubber Jonnard,6,235,26,54,7,1,0,20,0,0.22978723404255319,0.26808510638297872,0,0,0,0,0,71,1935,1887
FALSE,Vince Sherlock,1,26,4,12,1,0,0,6,1,0.46153846153846151,0.5,0,0,0,0,0,14,1935,1890
FALSE,Rod Dedeaux,1,4,0,1,0,0,0,1,0,0.25,0.25,0,0,0,0,0,1,1935,1893
FALSE,Whitey Ock,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,1896
FALSE,Joe Malay,2,25,0,4,0,0,0,2,0,0.16,0.16,0,0,0,0,0,4,1935,1899
FALSE,Jack Owens,1,8,0,2,0,0,0,1,0,0.25,0.25,0,0,0,0,0,2,1935,1902
FALSE,Aubrey Epps,1,4,1,3,0,1,0,3,0,0.75,1.25,0,0,0,0,0,6,1935,1905
FALSE,Art Bramhall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,1908
FALSE,Zack Taylor,16,2865,258,748,113,28,9,311,9,0.26108202443280976,0.32949389179755673,0,0,0,0,0,1094,1935,1911
FALSE,Bob O'Farrell,21,4101,517,1120,201,58,51,549,35,0.2731041209461107,0.387710314557425,0,1,0,0,0,1900,1935,1914
FALSE,Len Koenecke,3,922,155,274,49,9,22,114,11,0.29718004338394793,0.44143167028199565,0,0,0,0,0,487,1935,1917
FALSE,Johnnie Tyler,2,53,7,17,2,1,2,12,0,0.32075471698113206,0.50943396226415094,0,0,0,0,0,32,1935,1920
FALSE,Dino Chiozza,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,1923
FALSE,Dib Williams,6,1574,198,421,74,12,29,201,7,0.26747141041931388,0.38500635324015248,0,0,0,0,0,721,1935,1926
FALSE,Marty Hopkins,2,379,48,80,12,0,4,48,1,0.21108179419525067,0.27440633245382584,0,0,0,0,0,120,1935,1929
FALSE,Samuel Byrd,8,1700,304,465,101,10,38,220,17,0.27352941176470591,0.41176470588235292,0,0,0,0,0,849,1936,1932
FALSE,Jack Peerson,2,53,10,17,2,1,0,6,0,0.32075471698113206,0.39622641509433965,0,0,0,0,0,24,1936,1935
FALSE,Hal Finney,5,227,39,46,8,1,1,27,1,0.20264317180616739,0.25991189427312772,0,0,0,0,0,69,1936,1938
FALSE,Ox Eckhardt,2,52,6,10,1,0,1,7,0,0.19230769230769232,0.26923076923076927,0,0,0,0,0,16,1936,1941
FALSE,Salty Parker,1,25,6,7,2,0,0,4,0,0.28000000000000003,0.35999999999999999,0,0,0,0,0,11,1936,1944
FALSE,George Washington,2,388,46,104,24,3,9,52,1,0.26804123711340205,0.41494845360824739,0,0,0,0,0,197,1936,1947
FALSE,Johnny Vergez,6,2323,258,593,114,16,52,292,22,0.25527335342229873,0.38527765820060267,0,0,0,0,0,1077,1936,1950
FALSE,Calvin Chapman,2,272,41,72,8,3,1,25,7,0.26470588235294118,0.32720588235294118,0,0,0,0,0,101,1936,1953
FALSE,George Watkins,7,3207,490,925,192,42,73,420,61,0.28843155597131276,0.44278141565325851,0,0,0,0,0,1727,1936,1956
FALSE,Swede Larsen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,1959
FALSE,Chuck Sheerin,1,72,4,19,4,0,0,4,0,0.2638888888888889,0.31944444444444448,0,0,0,0,0,27,1936,1962
FALSE,Les Rock,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1936,1965
FALSE,Andy Pilney,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,1971
FALSE,Johnny Gill,6,322,39,79,17,1,10,45,1,0.24534161490683229,0.39751552795031053,0,0,0,0,0,156,1936,1974
FALSE,Earl Grace,8,1877,169,493,83,10,31,251,1,0.26265316995205112,0.36707511987213642,0,0,0,0,0,813,1937,1980
FALSE,Jake Daniel,1,27,3,5,1,0,0,3,0,0.18518518518518517,0.22222222222222224,0,0,0,0,0,7,1937,1983
FALSE,Tom Cafego,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,1986
FALSE,Jack Rothrock,11,3350,498,924,162,35,28,327,75,0.27582089552238809,0.37014925373134333,0,0,0,0,0,1465,1937,1989
FALSE,Gus Brittain,1,6,0,1,0,0,0,0,0,0.16666666666666669,0.16666666666666669,0,0,0,0,0,1,1937,1992
FALSE,Jerry Lynn,1,3,0,2,1,0,0,0,0,0.66666666666666674,1,0,0,0,0,0,4,1937,1995
FALSE,Joe Dwyer,1,11,2,3,0,0,0,1,0,0.27272727272727271,0.27272727272727271,0,0,0,0,0,3,1937,1998
FALSE,Eddie Wilson,2,227,39,72,12,2,4,33,4,0.31718061674008813,0.44052863436123346,0,0,0,0,0,118,1937,2001
FALSE,Tony Malinosky,1,79,7,18,2,0,0,3,0,0.22784810126582281,0.25316455696202533,0,0,0,0,0,22,1937,2004
FALSE,Nig Lipscomb,1,96,11,31,9,1,0,8,0,0.32291666666666663,0.4375,0,0,0,0,0,52,1937,2007
FALSE,Randy Moore,10,2253,258,627,110,17,27,308,11,0.27829560585885488,0.37816245006657789,0,0,0,0,0,1006,1937,2010
FALSE,Flea Clifton,4,195,27,39,7,0,0,13,5,0.20000000000000001,0.23589743589743589,0,0,0,0,0,53,1937,2013
FALSE,George Cisar,1,29,8,6,0,0,0,4,3,0.20689655172413793,0.20689655172413793,0,0,0,0,0,6,1937,2016
FALSE,Ben Huffman,1,176,18,48,9,0,1,24,1,0.27272727272727271,0.34090909090909094,0,0,0,0,0,70,1937,2019
FALSE,Jesse Hill,3,959,175,277,53,12,6,108,43,0.28884254431699685,0.38790406673618349,0,0,0,0,0,443,1937,2022
FALSE,Milt Gray,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,2025
FALSE,Frank Trechock,1,4,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,0,2,1937,2028
FALSE,Howie Gorman,2,20,3,4,1,0,0,1,1,0.20000000000000001,0.25,0,0,0,0,0,6,1938,2031
FALSE,Jim Hitchcock,1,76,2,13,0,0,0,7,1,0.17105263157894737,0.17105263157894737,0,0,0,0,0,13,1938,2034
FALSE,Ray Thomas,1,3,1,1,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,1,1938,2037
FALSE,Earl Browne,4,461,59,131,26,5,6,69,4,0.2841648590021692,0.40130151843817791,0,0,0,0,0,222,1938,2040
FALSE,Chet Morgan,2,329,52,91,7,1,0,28,5,0.27659574468085102,0.303951367781155,0,0,0,0,0,108,1938,2043
FALSE,John Stone,11,4494,739,1391,268,105,77,707,45,0.30952380952380953,0.46728971962616822,0,0,0,0,0,2550,1938,2046
FALSE,Paul Chervinko,2,75,1,11,0,1,0,5,0,0.14666666666666667,0.17333333333333331,0,0,0,0,0,14,1938,2049
FALSE,Roy Johnson,10,4359,717,1292,275,83,58,556,135,0.29639825648084422,0.43748566184904797,0,0,0,0,0,2323,1938,2052
FALSE,Cap Clark,1,74,11,19,1,1,0,4,0,0.25675675675675674,0.29729729729729731,0,0,0,0,0,24,1938,2055
FALSE,Tommy Heath,3,330,36,76,16,2,3,34,0,0.23030303030303029,0.31818181818181818,0,0,0,0,0,126,1938,2058
FALSE,John Kroner,4,702,83,184,47,9,7,105,3,0.2621082621082621,0.38461538461538464,0,0,0,0,0,333,1938,2061
FALSE,Joe Walsh,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,2064
FALSE,Blondy Ryan,6,1330,127,318,36,13,8,133,6,0.23909774436090225,0.30375939849624056,0,0,0,0,0,461,1938,2067
FALSE,Tommy Thevenow,15,4164,380,1030,124,32,2,456,23,0.24735830931796352,0.29394812680115273,0,0,0,0,0,1382,1938,2070
FALSE,Jesse Landrum,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1938,2073
FALSE,Joe Martin,2,15,0,4,1,0,0,2,0,0.26666666666666666,0.33333333333333337,0,0,0,0,0,6,1938,2076
FALSE,Harl Maggert,1,89,12,25,3,0,3,19,0,0.2808988764044944,0.4157303370786517,0,0,0,0,0,43,1938,2079
FALSE,Eddie Yount,2,9,1,2,0,0,0,1,0,0.22222222222222224,0.22222222222222224,0,0,0,0,0,2,1939,2082
FALSE,Jim Shilling,1,131,11,37,8,5,0,16,1,0.28244274809160302,0.41984732824427479,0,0,0,0,0,68,1939,2085
FALSE,Boze Berger,6,1144,146,270,51,8,13,97,12,0.23601398601398599,0.32867132867132864,0,0,0,0,0,448,1939,2088
FALSE,Carl Reynolds,13,4495,672,1357,247,107,80,699,112,0.30189098998887653,0.4578420467185762,0,0,0,0,0,2492,1939,2091
FALSE,Tony Rensa,6,514,71,134,26,5,7,65,5,0.26070038910505833,0.37159533073929962,0,0,0,0,0,229,1939,2094
FALSE,Nino Bongiovanni,2,166,17,43,7,0,0,16,0,0.25903614457831325,0.3012048192771084,0,0,0,0,0,57,1939,2097
